INAME	GENE	CHROMO	HongGuo SK1 mitosis MycMcd1 ChIP +NZ 	HongGuo SK1 mitosis NZ MycMcd1p ChIP
YPL139C	UME1	16	  0.74	  0.70
YKR007W		11	  1.78	  1.90
iDx578I		4	  1.18	  1.21
YKL193C	SDS22	11	  0.87	  0.84
iHx167I		8	  1.57	  1.61
iDx244I		4	  5.12	  5.80
iNx273I		14	  0.90	  0.84
iJx350I		10	  1.13	  1.25
YPR090W		16	  1.21	  1.20
iNx339I		14	  1.00	  1.11
iPx522I		16	  1.31	  1.38
iNx005I		14	  1.04	  0.95
YFL045C	SEC53	6	  1.06	  1.10
iCx019I		3	  0.57	  0.59
YPR091C		16	  1.82	  1.67
iIx125I		9	  1.69	  1.80
iOx565I		15	  0.84	  0.85
iMx048I		13	  0.83	  0.71
iEx202I		5	  1.20	  1.25
YOR199W		15	  0.46	  0.42
iOx231I		15	  0.91	  0.81
YGL002W	ERP6	7	  5.98	  6.56
YKR008W	RSC4	11	  3.87	  4.11
iDx579I		4	  0.68	  0.73
YKL194C	MST1	11	  1.06	  1.09
iHx168I		8	  0.82	  0.70
iDx245I		4	  1.23	  1.06
iNx274I				  0.79
iJx351I		10	  1.08	  0.77
YGR020C	VMA7	7	  1.05	  0.91
YBR205W	KTR3	2	  0.68	  0.67
YGL003C	CDH1	7	  4.63	  4.26
YPL074W	YTA6	16	  0.80	  0.78
YKR009C	FOX2	11	  3.43	  4.13
iNx006I		14	  1.66	  1.79
YPR157W		16	  0.54	  0.54
YLR234W	TOP3	12	  0.39	  0.49
YBR140C	IRA1	2	  0.98	  0.97
iIx060I		9	  0.84	  0.75
iMx049I		13	  0.64	  0.57
iIx126I		9	  0.63	  0.64
iEx203I		5	  0.92	  0.93
YLR235C		12	  0.87	  0.79
iOx232I		15	  0.51	  0.53
iDx180I		4	  0.75	  0.68
iHx169I		8	  1.72	  1.81
iDx246I		4	  1.96	  2.03
iNx275I		14	  1.11	  1.26
iJx352I		10	  1.06	  1.09
YFL046W		6	  1.70	  1.86
YGL004C				  5.22
YPR092W		16	  0.75	  0.85
YBR206W		2	  0.92	  0.78
YPL075W	GCR1	16	  0.84	  0.83
YML110C	COQ5	13	  0.94	  0.90
iNx007I		14	  1.64	  1.57
YPR158W		16	  0.48	  0.48
YBR141C		2	  0.51	  0.48
iIx061I		9	  0.61	  0.64
YPR093C		16	  0.60	  0.53
YLR170C	APS1	12	  3.54	  3.59
YKL195W		11	  0.87	  0.89
iOx567I		15	  3.75	  3.01
iIx127I		9	  0.86	  0.94
iEx204I		5	  0.55	  0.51
YLR236C		12	  0.63	
YGR021W		7	  0.75	
iOx233I		15	  0.59	  0.59
iKx310I		11	  1.28	  1.34
iDx181I		4	  1.35	  1.35
YKL196C	YKT6	11	  0.54	  0.59
iDx247I		4	  6.47	  6.20
iNx276I		14	  0.38	  0.43
iJx353I		10	  0.89	  0.83
YFL047W		6	  0.80	  0.88
YBR207W	FTH1	2	  1.66	  1.62
YGL005C		7	 10.97	 11.68
YPL076W	GPI2	16	  0.45	  0.42
iNx008I		14	  1.32	  1.22
YPR159W	KRE6	16	  0.48	  0.51
iIx062I		9	  1.04	  1.07
YGR290W		7	  1.58	  1.59
YFL048C	EMP47	6	  1.18	  1.21
YBR208C	"DUR1,2"	2	  1.24	  1.48
YPL077C		16	  0.56	  0.46
iOx568I		15	  2.19	  2.04
iIx128I		9	  0.45	  0.40
iEx205I		5	  0.48	  0.41
iOx234I		15	  1.01	  1.00
iKx311I		11	  2.74	  2.95
YML111W	BUL2	13	  1.01	  1.00
iDx182I		4	  0.92	  0.91
YGR291C		7	  1.18	  1.19
YKL197C	PEX1	11	  0.91	  0.96
iDx248I		4	  3.15	  3.31
YBR142W	MAK5	2	  0.92	  0.91
iNx277I		14	  0.76	  0.65
iJx354I		10	  0.62	  0.71
YCR100C		3	  0.76	  0.77
iPx460I		16	  0.48	  0.60
iJx020I		10	  0.57	  0.49
YPR094W		16	  0.68	  0.68
YLR171W		12	  1.60	  1.75
iNx009I		14	  1.23	  1.35
YLR237W	THI7	12	  0.96	  0.82
YBR143C	SUP45	2	  0.89	  0.89
iIx063I		9	  1.04	  1.08
iEx140I		5	  0.73	  0.78
YPR095C	SYT1	16	  0.89	  0.97
YLR172C	DPH5	12	  1.32	
YPL078C	ATP4	16	  0.88	  0.79
iOx569I		15	  0.56	  0.54
iIx129I		9	  1.74	  2.20
iEx206I		5	  0.69	  0.61
YGR023W	MTL1	7	  2.54	
iOx235I		15	  1.11	  1.21
iKx312I		11	  1.28	  1.31
YGL006W	PMC1	7	  4.40	  4.46
YML112W	CTK3	13	  0.44	  0.39
iDx183I		4	  0.71	  0.67
YKL198C	PTK1	11	  0.96	  0.92
iDx249I		4	  9.89	 10.31
YBL060W		2	  0.58	  0.58
iNx278I		14	  0.81	  0.74
iJx355I		10	  1.01	  1.06
YGR024C				  1.00
YCR101C		3	  0.71	  0.66
YFL049W		6	  0.70	  0.74
iJx021I		10	  0.56	  0.54
iPx461I		16	  0.82	  0.91
YBR209W		2	  0.84	  0.75
iPx527I		16	  0.79	  0.83
YLR238W		12	  0.93	
YBL061C	SKT5	2	  1.10	  0.98
YBR144C		2	  1.13	  0.92
iIx064I		9	  1.19	  1.67
iEx141I		5	  4.64	  3.96
YGR292W	MAL12	7	  1.02	  1.11
YPR096C		16	  0.54	  0.55
iOx170I		15	  2.53	  2.56
iEx207I		5	  0.78	  0.88
YLR239C		12	  1.17	  1.11
iOx236I		15	  0.63	  0.57
iKx313I		11	  1.06	  1.24
YGL007W		7	  0.39	  0.32
YMR130W		13	  2.05	  2.81
YML113W	DAT1	13	  0.81	  0.80
iDx184I		4	  1.29	  1.53
YGR293C		7	  1.28	  1.32
iJx290I		10	  0.68	  0.62
YKL199C	YKT9	11	  0.90	  0.82
iNx279I		14	  0.67	  0.68
iJx356I		10	  0.72	
YCR102C		3	  0.82	  0.83
iPx462I		16	  0.38	  0.33
iJx022I		10	  1.48	  1.06
YLR173W		12	  1.36	  1.31
YGL008C	PMA1	7	  0.88	  0.88
YMR131C		13	  1.56	  1.73
YPL079W	RPL21B	16	  0.90	  0.71
YML114C		13	  0.73	  0.92
iIx065I		9	  0.83	  0.65
iEx142I		5	  0.46	  0.53
iOx171I		15	  2.41	  2.77
iEx208I		5	  1.69	  1.78
iOx237I		15	  0.69	  0.72
iKx314I		11	  0.49	  0.39
YGR025W		7	  1.33	  1.54
iDx185I		4	  1.17	  1.12
iJx291I		10	  1.20	  1.37
YBL062W		2	  1.24	  1.22
YBR145W	ADH5	2	  0.59	  0.50
iJx357I		10	  0.51	  0.55
YCR103C		3	  1.04	  1.18
iPx463I		16	  0.92	  0.92
iLx540I		12	  1.59	  1.51
iJx023I		10	  1.17	  1.12
iFx100I		6	  1.84	  2.02
YPR097W		16	  0.79	  0.83
YLR174W	IDP2	12	  0.76	  0.69
YGL009C	LEU1	7	  1.70	  1.68
YMR132C		13	  0.62	  0.55
YML115C	VAN1	13	  1.05	  1.09
iPx529I		16	  1.08	  1.01
YBR080C	SEC18	2	  0.58	  0.55
iIx066I		9	  0.57	  0.47
iEx143I		5	  0.69	  0.59
YGR294W		7	  1.52	  1.64
YPR098C		16	  1.00	  0.76
iOx172I		15	  2.67	  2.80
iEx209I		5	  0.67	  0.59
YCL020W		3	  0.77	  0.74
iOx238I		15	  0.70	  0.64
iKx315I		11	  0.63	
iDx186I		4	  1.11	  1.16
YGR295C	COS6	7	  1.22	  0.98
iJx292I		10	  1.51	  1.80
YBL063W	KIP1	2	  1.06	  1.00
YBR146W	MRPS9	2	  0.74	  0.67
iJx358I		10	  0.90	  0.97
YGR027C	RPS25A	7	  1.26	  1.09
iPx464I		16	  0.62	  0.71
iLx541I		12	  0.93	  0.94
iJx024I		10	  0.99	  0.75
iFx101I		6	  1.12	  0.97
YLR175W	CBF5	12	  1.13	  1.19
iPx130I		16	  0.58	  0.53
YBR081C	SPT7	2	  0.70	  0.71
YBL064C		2	  0.52	  0.49
iIx067I		9	  0.51	  0.47
iEx144I		5	  1.72	  1.39
YLR176C	RFX1	12	  1.65	  1.79
YPR099C		16	  1.01	  0.93
iOx173I		15	  1.93	
iKx250I		11	  2.66	  2.83
YCL021W		3	  1.73	  1.58
YCR104W	PAU3	3	  1.53	  1.52
iOx239I		15	  0.86	  0.75
iKx316I		11	  0.61	  0.51
YML050W		13	  1.34	  1.32
YMR133W	REC114	13	  0.57	  0.52
iDx187I		4	  0.45	  0.48
YML116W	ATR1	13	  1.97	  1.78
iJx293I		10	  0.96	  1.12
YCL022C		3	  1.76	  1.81
iJx359I		10	  1.09	  0.89
YBR147W		2	  0.76	  0.85
YDR330W		4	  0.52	  0.54
iPx465I		16	  0.76	
iLx542I		12	  0.62	  0.60
iJx025I		10	  1.57	  1.55
iFx102I		6	  0.57	
iPx131I		16	  0.83	  0.84
YBR082C	UBC4	2	  0.61	  0.57
iIx068I		9	  0.80	  0.89
iEx145I		5	  0.73	  0.65
YGR296W	YRF1-3	7	  1.33	  1.48
iOx174I		15	  1.58	  1.36
iKx251I		11	  3.69	  4.44
YCR105W		3	  0.82	  0.91
iKx317I		11	  0.49	  0.57
YML051W	GAL80	13	  0.87	  0.92
YGR028W	MSP1	7	  0.91	  0.83
iMx500I		13	  0.61	  0.63
YMR134W		13	  0.70	  0.71
iDx188I		4	  0.42	  0.33
YML117W		13	  0.65	  0.68
iJx294I		10	  1.06	  1.32
YBL065W		2	  0.65	  0.55
YCL023C		3	  0.91	  0.72
YBR148W	YSW1	2	  1.14	  1.05
YDR331W	GPI8	4	  0.66	  0.64
iPx466I		16	  1.01	  0.92
iLx543I		12	  0.73	  0.78
iJx026I		10	  0.81	  0.59
iFx103I		6	  0.75	  0.80
YLR177W		12	  0.81	  0.92
YMR135C		13	  0.62	  0.60
iPx132I		16	  0.93	  0.89
iEx080I		5	  1.19	  1.28
YBL066C	SEF1	2	  2.46	  2.32
iIx069I		9	  1.04	  1.06
iEx146I		5	  0.67	  0.67
YLR178C	TFS1	12	  0.81	  0.68
YCR040W	MATALPHA1	3	  1.12	  1.13
iOx175I		15	  1.26	  1.34
iKx252I		11	  1.83	  2.25
YCR106W		3	  0.74	  0.69
iKx318I		11	  0.56	  0.48
YGR029W	ERV1	7	  1.43	  1.37
YML052W	SUR7	13	  0.57	  0.46
iMx501I		13	  0.59	  0.54
iDx189I		4	  0.62	  0.78
YML118W		13	  0.53	  0.52
YBR083W	TEC1	2	  0.49	  0.51
iJx295I		10	  1.52	  1.53
YBR149W	ARA1	2	  1.31	  1.26
YML053C		13	  0.83	  0.69
YDR332W		4	  0.82	
iLx544I				  0.61
iPx467I		16	  1.28	  1.40
iJx027I		10	  0.97	  1.33
iFx104I		6	  0.69	  0.66
iPx133I		16	  0.46	  0.59
iLx210I		12	  0.79	  0.83
YNL010W		14	  2.30	  2.27
iEx081I		5	  1.20	  1.37
YBL067C	UBP13	2	  1.56	  1.58
YHR039C-B		8	  0.60	  0.54
iEx147I		5	  0.75	  0.90
YLR179C		12	  0.85	  0.74
YDR333C		4	  0.85	  0.87
YCR041W		3	  1.15	  1.15
iGx330I		7	  1.39	  1.60
iOx176I		15	  0.55	  0.47
iKx253I		11	  4.59	  4.91
YCL024W		3	  1.60	  1.58
YMR070W	MOT3	13	  0.68	  0.65
YCR107W	AAD3	3	  0.92	  0.98
iKx319I		11	  0.73	
YIL130W		9	  0.92	  0.87
YNL011C		14	  2.90	  3.05
iMx502I		13	  0.83	  0.79
YMR136W	GAT2	13	  0.77	  0.70
YML119W				  0.87
iJx296I		10	  0.94	  1.10
YBR084W	MIS1	2	  1.16	  1.24
YCR042C	TSM1	3	  0.89	  0.86
YHR190W	ERG9	8	  1.66	  1.50
YCL025C	AGP1	3	  1.07	  1.04
YMR071C		13	  0.89	  0.98
YML054C	CYB2	13	  0.70	  0.69
YIL131C	FKH1	9	  0.68	  0.64
iPx468I		16	  0.59	  0.66
iLx545I		12	  0.52	  0.56
iJx028I		10	  1.22	  1.26
iFx105I		6	  0.48	  0.44
YMR137C	PSO2	13	  0.84	  0.83
iPx134I		16	  2.68	  3.10
iLx211I		12	  0.74	  0.71
YOR320C		15	  0.75	  0.75
iEx082I		5	  1.15	  1.24
YHR191C	CTF8	8	  0.85	  0.82
iEx148I		5	  0.61	  0.52
YNL280C	ERG24	14	  0.76	  0.72
iGx331I		7	  1.04	  1.19
iOx177I		15	  1.34	  1.39
iKx254I		11	  5.77	  7.04
iMx503I		13	  0.81	  0.78
YBR085W				  0.95
iJx297I		10	  0.88	  0.97
YCR043C		3	  0.79	  0.82
YBL068W	PRS4	2	  1.43	  1.35
iLx480I		12	  1.42	  1.16
iFx040I		6	  0.52	  0.46
YCL026C		3	  1.13	  0.90
YIL132C		9	  0.47	  0.41
iPx469I		16	  0.76	  0.80
iLx546I		12	  0.50	  0.43
iJx029I		10	  0.49	  0.57
iFx106I		6	  1.03	
iDx700I		4	  2.44	  2.41
YDR334W	SWR1	4	  1.09	  1.11
iPx135I		16	  1.11	  1.17
iLx212I		12	  0.76	  0.71
YBR086C	IST2	2	  0.69	  0.68
YNL012W	SPO1	14	  3.90	  4.10
iEx083I		5	  1.77	  2.15
iEx149I		5	  1.02	  1.09
iOx178I		15	  3.27	  4.00
iGx332I		7	  1.07	
iKx255I		11	  1.57	  1.72
YDR001C	NTH1	4	  4.48	  4.73
YMR072W	ABF2	13	  0.70	  0.64
YML055W	SPC2	13	  0.56	  0.51
YNL013C		14	  4.11	  4.56
iMx504I		13	  0.63	  0.57
YMR138W	CIN4	13	  0.49	  0.45
YOR321W	PMT3	15	  1.01	  1.13
iJx298I		10	  0.63	  0.72
YBL069W	AST1	2	  0.79	  0.86
YCR044C		3	  1.22	  0.97
iLx481I		12	  1.01	
iFx041I		6	  0.95	  1.00
YHR192W		8	  0.80	  0.85
YMR073C		13	  0.59	  0.70
iPx070I		16	  1.27	
YML056C		13	  1.50	  1.44
YIL133C	RPL16A	9	  0.72	  0.74
iLx547I		12	  2.43	  2.58
iFx107I		6	  1.14	  1.45
iDx701I		4	  1.05	  1.06
YDR335W	MSN5	4	  0.86	  1.05
YNL281W	HCH1	14	  0.67	  0.64
iPx136I		16	  0.95	  0.98
iLx213I		12	  2.40	  2.72
YOR322C		15	  0.92	  0.92
YNR030W	ECM39	14	  1.63	  1.58
YHR193C	EGD2	8	  1.03	  0.93
iKx190I		11	  3.56	  4.03
iOx179I		15	  3.29	  3.85
iKx256I		11	  7.80	 10.19
iGx333I		7	  1.68	  1.54
YCL027W	FUS1	3	  1.64	  1.54
YNR031C	SSK2	14	  1.17	  1.22
iMx505I		13	  1.90	  1.70
YMR139W	RIM11	13	  0.52	  0.59
iJx299I		10	  0.96	  0.91
YBR087W	RFC5	2	  0.68	  0.64
YCR045C		3	  0.70	  0.63
YDR270W	CCC2	4	  0.80	  0.68
iLx482I				  0.58
YMR074C		13	  0.67	  0.64
iPx071I		16	  1.57	  2.55
iLx548I		12	  0.61	  0.60
iDx702I		4	  0.92	  0.84
iFx108I		6	  1.52	  1.56
YKL097W-A		11	  0.69	  0.68
YDR336W		4	  1.09	  1.08
YNL282W	POP3	14	  0.54	  0.50
YDR002W	YRB1	4	  2.15	  2.19
iPx137I		16	  1.08	  1.26
iLx214I		12	  0.43	  0.49
YOR323C	PRO2	15	  0.68	
YBR088C	POL30	2	  1.45	  1.04
YNL014W		14	  4.25	  4.26
iEx085I		5	  1.84	  1.84
YDR271C		4	  0.84	  0.88
iKx191I		11	  1.07	  1.01
YNL283C	WSC2	14	  0.75	  0.66
iKx257I		11	  3.16	  3.48
iGx334I		7	  0.95	
YCL028W	RNQ1	3	  0.93	  0.91
iMx440I		13	  0.53	  0.55
YIL134W	FLX1	9	  0.91	  0.92
YML057W	CMP2	13	  1.73	  1.58
iMx506I		13	  1.84	  1.68
YDR179W-A		4	  0.90	  1.03
YCR046C	IMG1	3	  0.92	  0.81
iBx120I		2	  0.95	  0.85
iLx483I				  0.64
iFx043I		6	  1.12	  1.17
YHR194W		8	  1.25	  1.21
YCL029C	BIK1	3	  1.03	
iPx072I		16	  0.59	  0.52
YIL135C		9	  0.77	  0.75
iLx549I		12	  2.42	  2.78
iFx109I		6	  0.77	  0.77
iDx703I		4	  0.51	  0.49
YDR337W	MRPS28	4	  1.16	  1.30
YDR003W		4	  2.32	  2.40
iPx138I		16	  0.76	  0.78
iLx215I		12	  1.06	  1.06
YOR324C		15	  0.56	  0.54
YNR032W	PPG1	14	  0.49	  0.46
iEx086I		5	  4.87	
YNL015W	PBI2	14	  1.43	  1.25
iKx192I		11	  0.35	  0.36
YDR338C		4	  1.22	  1.41
YNL284C	MRPL10	14	  0.74	  0.70
iKx258I		11	  5.40	  6.83
iGx335I		7	  0.96	  1.01
iMx441I		13	  1.07	  0.67
iGx001I		7	  1.47	  1.49
YMR075W		13	  1.80	  1.86
YML058W	SML1	13	  0.62	  0.52
iMx507I		13	  1.22	  1.24
YBR089W		2	  0.93	  0.90
YCR047C		3	  0.78	  0.82
YIL070C	MAM33	9	  0.77	  0.84
iLx484I		12	  4.11	  3.45
iFx044I		6	  0.81	  0.68
iBx121I		2	  4.70	  4.79
YHR195W	VAB36	8	  0.58	  0.60
YDR272W	GLO2	4	  0.82	  0.84
YMR076C	PDS5	13	  1.26	  1.74
iPx073I		16	  0.83	
iLx150I		12	  1.23	  1.39
YML059C		13	  1.02	  1.09
iDx704I		4	  0.82	  0.77
YDR004W	RAD57	4	  1.73	  2.11
iPx139I		16	  1.23	  1.01
iLx216I		12	  1.00	  0.95
YJR110W		10	  0.87	  0.83
YNR033W	ABZ1	14	  0.83	  0.64
YDL190C	UFD2	4	  1.10	  1.26
iEx087I		5	  3.01	  3.17
YNL016W	PUB1	14	  0.83	  0.75
iKx193I		11	  0.78	
iGx270I		7	  3.35	  3.22
YDR339C		4	  0.37	  0.38
iKx259I		11	  2.62	  3.78
iGx336I		7	  0.81	  0.85
YDR005C	MAF1	4	  6.96	  7.76
iMx442I		13	  1.80	  1.86
iGx002I		7	  1.27	  1.24
YJR111C		10	  0.86	  0.87
YIL136W	OM45	9	  0.90	  0.93
YNL017C		14	  1.30	  1.35
iMx508I		13	  1.51	  1.38
iBx390I		2	  0.57	  0.60
YOR325W		15	  1.08	
YIL071C		9	  1.11	  1.21
iLx485I				  0.64
iFx045I		6	  0.97	  0.99
iBx122I		2	  3.68	  3.71
YHR196W		8	  0.67	  0.73
YDR273W		4	  0.82	  0.93
YMR077C		13	  0.83	  0.72
iPx074I		16	  1.40	  1.65
iLx151I		12	  0.88	
YIL137C		9	  0.68	  0.70
iDx705I		4	  1.28	  1.59
YNL285W		14	  1.94	  1.65
iLx217I		12	  2.47	  2.74
iNx400I		14	  1.01	  0.96
YNR034W	SOL1	14	  1.14	  1.03
iEx088I		5	  2.84	  3.47
YDR274C		4	  0.46	  0.42
YPL200W				  0.98
iKx194I		11	  1.25	  1.29
iGx271I		7	  0.90	  0.69
iGx337I		7	  0.81	  0.74
YCR048W	ARE1	3	  0.82	  0.74
YDR006C	SOK1	4	  1.08	  1.34
iMx443I		13	  1.11	  1.08
iGx003I		7	  1.27	  1.33
YNR035C	ARC35	14	  1.13	  1.00
YOR260W	GCD1	15	  1.25	  1.16
YNL018C		14	  1.50	  1.32
iMx509I		13	  1.11	  1.08
iBx391I		2	  0.88	
YPL201C		16	  0.89	  0.92
YOR326W	MYO2	15	  0.77	  0.76
YDL191W	RPL35A	4	  1.62	  1.68
YCR049C		3	  0.83	  0.82
iLx486I				  0.77
iFx046I		6	  1.86	  1.87
iDx640I		4	  1.23	  1.18
iBx123I		2	  6.08	  5.81
YHR197W		8	  0.99	  0.95
iPx075I		16	  0.85	  0.89
iLx152I		12	  1.43	  1.40
YIL138C	TPM2	9	  0.95	  0.88
iDx706I		4	  1.15	  1.22
YOR261C	RPN8	15	  1.06	  0.98
YNL286W	CUS2	14	  1.52	  1.49
iLx218I		12	  1.02	  0.82
YOR327C	SNC2	15	  0.97	  0.88
YJR112W	NNF1	10	  0.69	  0.71
iEx089I		5	  4.52	  4.11
YHR198C		8	  1.05	  1.07
iKx195I		11	  0.40	  0.36
iGx272I		7	  2.56	  3.23
iGx338I		7	  0.70	  0.83
YIL072W	HOP1	9	  1.42	  1.52
iMx444I		13	  1.56	  1.77
iGx004I		7	  1.17	  1.16
YJR113C				  1.08
YNR036C		14	  0.66	  0.57
iMx110I		13	  0.72	  0.74
YNL019C		14	  1.07	  0.97
iBx392I		2	  0.74	  1.00
YPL202C		16	  1.07	  1.01
YDL192W	ARF1	4	  0.60	  0.45
YIL073C	SPO22	9	  0.82	  0.93
iLx487I		12	  0.75	  0.67
iFx047I		6	  0.64	  0.58
iDx641I		4	  1.03	  1.11
iBx124I		2	  7.79	  8.46
YDR275W		4	  1.32	  1.38
iHx230I				  1.00
iPx076I		16	  1.11	  1.06
iLx153I		12	  1.38	  1.43
YIL139C	REV7	9	  1.39	  1.43
iDx707I		4	  0.77	  0.69
YNL287W	SEC21	14	  0.67	  0.73
YDR007W	TRP1	4	  1.95	  2.00
iLx219I		12	  0.83	  0.69
YJL030W	MAD2	10	  1.33	  1.45
iNx402I		14	  0.83	
YDR276C		4	  1.17	  1.01
YHR199C		8	  1.02	  1.04
iKx196I		11	  0.80	
iGx273I		7	  1.99	  2.05
iGx339I		7	  0.78	  0.89
YDR008C		4	  1.68	  1.88
iMx445I		13	  1.00	  1.07
iGx005I		7	  1.17	  1.34
YMR079W	SEC14	13	  1.62	  1.77
YNR037C		14	  0.65	  0.60
iMx111I		13	  0.79	  0.77
YOR262W		15	  0.64	  0.50
iBx393I		2	  1.17	  1.23
YOR328W	PDR10	15	  1.16	  1.16
YDL193W		4	  0.63	  0.54
YIL074C	SER33	9	  0.73	  0.65
iLx488I		12	  0.88	  0.72
iFx048I		6	  0.47	  0.42
iDx642I		4	  0.95	  1.04
iBx125I		2	  2.12	  2.16
iHx231I				  0.57
iPx077I		16	  0.65	
iLx154I		12	  1.41	  1.29
iDx708I		4	  1.05	
YOR263C		15	  0.60	  0.60
YNL288W		14	  0.52	  0.48
YOR329C	SCD5	15	  1.49	
iNx403I		14	  0.90	  0.87
YJR114W		10	  1.38	  1.01
YDR277C	MTH1	4	  0.70	  0.75
iKx197I		11	  0.91	  0.76
iGx274I		7	  1.86	  1.98
YPL203W	PKA3	16	  1.65	  1.71
iMx380I		13	  1.39	  1.08
iMx446I		13	  1.23	  1.16
iGx006I		7	  1.11	  1.06
iMx112I		13	  0.98	  0.95
iBx394I		2	  0.58	  0.61
iBx060I		2	  1.00	  0.97
YDL194W	SNF3	4	  0.80	  0.71
YIL075C	RPN2	9	  1.01	  1.06
iLx489I		12	  0.83	
iFx049I		6	  2.04	  2.40
iDx643I		4	  1.41	  1.54
iBx126I		2	  6.27	  6.57
iPx078I		16	  0.75	  0.77
iLx155I		12	  0.87	  0.87
iHx232I		8	  1.88	  1.82
iDx709I		4	  0.62	  0.62
YNL289W	PCL1	14	  0.47	  0.42
YDR009W	GAL3	4	  1.19	  1.41
YJL032W		10	  2.74	  2.94
iNx404I		14	  1.08	  1.05
YNR038W	DBP6	14	  1.47	  1.44
YJR115W		10	  0.83	  0.79
YDR278C		4	  1.12	  1.04
iKx198I		11	  0.52	  0.44
iGx275I		7	  0.95	  0.88
YPL204W	HRR25	16	  0.75	  0.69
iMx381I		13	  0.55	  0.53
iMx447I		13	  1.04	  0.80
iGx007I		7	  0.95	  1.06
YNR039C		14	  1.83	  1.64
iMx113I		13	  1.29	  1.42
YOR264W		15	  0.80	  0.92
iBx395I		2	  0.50	  0.62
YPL205C		16	  0.57	  0.47
iBx061I		2	  0.70	  0.75
YDL195W	SEC31	4	  0.66	  0.60
iLx090I		12	  3.54	
iDx644I		4	  0.79	  0.71
iBx127I		2	  2.76	  2.99
iLx156I				  0.88
iPx079I		16	  0.62	  0.62
iHx233I		8	  0.94	  1.00
iDx310I		4	  0.67	  0.58
YJR050W	ISY1	10	  0.98	  1.09
YJL033W	HCA4	10	  1.86	  1.99
iNx405I		14	  2.92	  3.50
YJR116W		10	  1.32	  1.22
iGx276I		7	  0.86	  0.84
iKx199I		11	  0.81	  0.79
YER170W	ADK2	5	  0.73	  0.67
iMx382I		13	  0.99	  1.04
YFL013W-A		6	  0.83	  0.69
YIL076W	SEC28	9	  1.40	  1.30
iMx448I		13	  0.84	  0.82
iGx008I		7	  0.86	  0.90
YPL140C	MKK2	16	  0.85	  0.91
iMx114I		13	  1.94	  2.03
YOR265W	RBL2	15	  0.90	  0.84
iBx396I		2	  1.33	  1.53
YPL206C		16	  0.70	  0.71
iBx062I		2	  0.85	  0.87
YDL196W		4	  0.61	  0.58
iLx091I		12	  1.61	  1.63
YIL077C		9	  1.30	  1.38
iDx645I		4	  0.50	  0.49
iBx128I		2	  2.29	  2.75
YDR279W		4	  0.59	  0.57
iLx157I		12	  0.38	  0.39
iHx234I		8	  1.72	  1.36
iDx311I		4	  0.79	  0.64
iNx340I		14	  0.62	
YJR051W	OSM1	10	  0.84	  0.80
YJL034W	KAR2	10	  0.75	  0.80
iNx406I		14	  0.64	  0.65
YJR117W	STE24	10	  0.75	  0.73
YDL197C	ASF2	4	  0.48	  0.46
YLR300W	EXG1	12	  0.61	  0.55
iGx277I		7	  0.63	  0.54
iCx020I		3	  0.75	  0.63
iMx383I		13	  0.96	  0.72
YER171W	RAD3	5	  2.00	  1.88
YJL035C	TAD2	10	  0.61	  0.62
iMx449I		13	  0.91	  0.96
iGx009I		7	  0.91	  0.90
YJR118C	ILM1	10	  1.07	  1.10
YPL141C		16	  1.46	  1.51
iMx115I		13	  0.62	  0.64
YOR266W	PNT1	15	  1.70	
iBx397I		2	  0.69	  0.71
iDx580I		4	  1.52	  1.51
iBx063I		2	  0.45	  0.58
YER172C	BRR2	5	  0.99	  1.13
iLx092I		12	  1.23	  1.23
iDx646I		4	  0.80	
iBx129I		2	  4.60	  5.89
iHx235I				  0.67
iLx158I		12	  0.51	  0.48
iDx312I		4	  2.02	  2.20
YOR267C		15	  0.87	  0.81
iNx341I		14	  1.40	  1.46
YJR052W	RAD7	10	  0.98	  0.99
YKR010C	TOF2	11	  1.84	  1.87
iNx407I		14	  0.95	  0.98
YDL198C	YHM1	4	  0.49	  0.45
YLR301W		12	  0.80	
iGx278I		7	  0.88	  0.91
YPL207W		16	  0.76	  0.66
iMx384I		13	  0.71	  0.73
iCx021I		3	  0.81	
YIL078W	THS1	9	  1.00	  0.98
iMx050I		13	  0.51	  0.44
YJR119C		10	  0.79	  0.77
YPL142C		16	  2.88	  2.85
iMx116I		13	  0.50	  0.60
YLR302C		12	  1.12	  1.23
iBx398I		2	  0.57	  0.56
iDx581I		4	  1.04	  0.97
iBx064I		2	  3.98	  3.92
iLx093I		12	  0.52	  0.44
iHx170I		8	  0.69	  0.62
YIL079C		9	  0.44	  0.48
iDx647I		4	  0.98	  1.06
iLx159I		12	  2.85	  2.93
iHx236I		8	  1.31	  1.26
iDx313I		4	  0.67	  0.65
YOR268C		15	  0.47	
iNx342I		14	  0.87	  0.95
YJR053W	BFA1	10	  0.70	  0.77
YJL036W	SNX4	10	  0.79	  0.84
YKR011C		11	  0.95	  0.91
iNx408I		14	  0.88	  0.85
YDL199C		4	  0.82	  0.79
iGx279I		7	  9.82	 10.65
YPL208W		16	  0.35	  0.35
iMx385I		13	  1.18	  1.07
iCx022I		3	  0.76	  0.80
YER173W	RAD24	5	  0.56	  0.54
iMx051I		13	  0.70	  0.69
iMx117I		13	  1.67	  1.42
iBx399I		2	  0.74	  0.68
iOx300I				  1.59
YPL209C	IPL1	16	  0.39	  0.43
iDx582I		4	  0.59	  0.48
iBx065I		2	  1.40	  1.55
