INAME	GENE	CHROMO	SIMR_UP2_226	SIMR_UP2_187FR
YFL058W	THI5		1.55	0.75
YGR033C			2.57	0.34
iPx470I			1.97	0.45
iJx030I			0.48	1.75
YPL087W	YDC1		0.84	1.32
YML122C			0.46	1.77
YDR401W			2.64	0.44
iNx019I			0.69	1.22
YMR205C	PFK2		0.7	1.23
iPx202I			0.42	2.02
YBL070C			0.48	1.46
iIx073I			0.69	1.4
iEx150I			3.55	0.31
YBR219C			0.46	1.69
iOx579I			0.61	1.21
iIx139I			0.98	0.98
iEx216I			0.48	1.27
YDR402C	DIT2		2.36	0.47
iKx322I			0.95	0.82
iOx245I			0.99	0.82
YGL016W	KAP122		0.87	1.68
iDx193I			5.25	0.21
iDx259I			0.86	1.03
YBR153W	RIB7		1.06	0.98
iNx288I			2.12	0.42
iJx365I			1.41	0.55
YFL059W	SNZ3		0.9	1.28
iPx471I			0.82	0.79
iJx031I			1.18	0.88
YLR182W	SWI6		1.02	1.08
YPL088W			0.54	1.87
YML123C	PHO84		0.54	2.09
YLR248W	RCK2		0.42	2.7
iPx203I			0.66	1.66
YBL071C			0.43	1.67
YBR154C	RPB5		1.02	0.86
iIx074I			1.42	0.67
iEx151I			5.46	0.21
YLR183C			1.33	0.92
iOx180I			2.69	0.43
YPL089C	RLM1		0.71	1.64
iEx217I			1.85	0.47
iOx246I			0.57	1.73
iKx323I			1.06	0.97
iGx400I			1.37	0.84
YGR034W	RPL26B		2.33	0.48
YGL017W	ATE1		0.72	1.63
YMR140W			1.12	0.83
iDx194I			1	1.15
YMR206W			0.92	1.08
iNx289I			0.9	1.14
iJx366I			0.93	1.25
YGR035C			3.65	0.21
iPx472I			0.43	1.73
iJx032I			0.51	1.41
YGL018C	JAC1		1.04	1.21
YMR141C			2.15	0.42
YML124C	TUB3		0.57	1.84
YDR403W	DIT1		1.88	0.66
YLR249W	YEF3		1.47	0.87
YMR207C	HFA1		0.82	0.78
iPx204I			1.31	1.08
YBL072C	RPS8A		0.49	
iIx075I			0.61	1.46
iEx152I			0.77	1.31
iOx181I			1.6	0.62
iEx218I			0.51	1.1
YDR404C	RPB7		0.98	0.98
iOx247I			0.52	2.04
iKx324I			1.29	0.61
iGx401I			0.87	0.84
iDx195I			1.31	0.84
YCL030C	HIS4		0.71	0.95
YBR155W	CNS1		1.72	0.59
iJx367I			0.89	1.26
YGR036C	CAX4		0.96	0.92
iPx473I			0.41	2.07
iLx550I			1.76	0.54
iJx033I			0.89	1.14
iFx110I			1.51	0.92
YLR184W			0.47	1.33
YMR142C	RPL13B		1.46	0.58
YML125C			0.6	1.59
YBR090C			0.59	1.2
iPx205I			0.48	1.87
YBR156C	SLI15		1.18	0.77
iIx076I			0.45	1.78
iEx153I			0.54	2.15
iOx182I			0.61	1.3
iEx219I			0.61	1.64
iOx248I			0.98	0.83
iKx325I			0.67	1.45
iGx402I			0.62	1.18
YGL019W	CKB1		0.98	1.23
iDx196I			0.95	0.86
YMR208W	ERG12		0.77	1.24
YBL073W			0.55	1.51
YCL031C	RRP7		2.11	0.44
iJx368I			0.47	1.98
YGR037C	ACB1		0.67	1.13
iPx474I			0.74	1.28
iLx551I			0.41	1.65
iJx034I			1.2	0.99
iFx111I			0.7	1.27
YLR185W	RPL37A		0.99	1.04
iPx140I			0.46	1.81
YDR405W	MRP20		0.66	1.59
YML126C	HMGS		1.35	0.82
YMR209C			0.9	1.15
YBR091C	MRS5		0.58	1.66
iPx206I			0.9	1.14
YBL074C	AAR2		0.44	1.92
YBR157C	ICS2		0.54	1.91
iIx077I			0.59	1.82
iEx154I			0.83	1.43
iOx183I			0.65	1.47
iKx260I			3.23	0.3
iGx403I			0.99	
iOx249I			1.55	0.54
iKx326I			2.21	0.39
YML060W	OGG1		1.23	0.72
YMR143W	RPS16A		0.86	1.19
iDx197I			0.68	1.57
iJx369I				1.2
YDR340W			2.29	0.78
YML061C	PIF1		1	1.05
iPx475I			1.71	0.72
iLx552I			0.61	1.48
iJx035I			0.67	1.37
iFx112I			2.74	0.4
YLR186W			0.54	1.82
iPx141I			0.46	1.95
YDR406W	PDR15		1.33	0.56
YBR092C	PHO3		0.5	2.05
iPx207I			2.43	0.27
YBL075C	SSA3		0.8	1.35
iIx078I			0.52	1.67
iEx155I			0.66	1.3
YDR341C			0.7	1.79
iOx184I			6.02	0.16
iKx261I			3.71	0.25
YCL032W	STE50		1.92	0.4
YDR407C	TRS120		1.65	0.59
iKx327I			1.57	0.51
iGx404I			1.09	0.84
YGR038W	ORM1		0.96	0.79
YMR144W			1.94	0.54
iDx198I			0.57	1.77
YML127W			1.29	0.79
YCR050C			0.6	0.95
YBR158W	ICS4		0.48	1.63
YML062C	MFT1		1.8	0.46
iPx476I			1.57	0.65
iLx553I			0.75	0.93
iJx036I			1.15	0.9
iFx113I			3.12	0.27
YLR187W			0.87	1.34
YMR145C			1	0.9
iPx142I			0.82	0.93
YML128C			0.5	1.76
YBR093C	PHO5		0.56	2.09
iPx208I			1.79	0.73
iEx090I			2.8	0.34
YBL076C	ILS1		0.93	1.01
iIx079I			1.07	0.81
iEx156I			0.85	1.15
YDR342C	HXT7		0.81	1.44
iOx185I			2.22	0.43
iKx262I			1.93	0.63
YDR408C	ADE8		0.51	1.93
iGx405I			1.69	0.88
iKx328I			0.61	1.42
YGR039W			0.5	1.74
YNL020C	ARK1		1.29	0.78
iDx199I			0.58	1.48
YMR080C	NAM7		0.68	1.07
YBR159W			0.59	1.71
iPx477I			1.02	0.59
iJx037I			0.84	1.22
iFx114I			0.76	1.25
YLR188W	MDL1		2.48	0.5
iLx554I	LSM3		0.8	1.06
YMR146C	TIF34		0.39	2.23
YML129C				1.48
iPx143I			0.46	1.86
iLx220I			0.56	1.3
iPx209I			0.48	1.59
iEx091I			2.56	0.42
iEx157I			1.49	0.68
YDR343C				0.82
YLR189C	UGT51		1.87	0.56
YCR051W			0.61	1.37
iOx186I			1.99	0.56
iKx263I			1.04	0.84
iGx340I			0.58	1.11
YCL034W			0.94	1.07
iKx329I			0.84	0.89
iGx406I			0.67	1.27
YIL140W	SRO4		1.38	0.69
YBR094W			0.82	1.1
YBL077W			1.95	0.6
YCL035C	GRX1		0.85	1.05
YMR081C	ISF1		0.47	2
YML064C	TEM1		1.57	0.6
iPx478I			0.68	1
iLx555I			1.25	0.92
iJx038I			1.47	0.7
iFx115I			1.01	1.03
iPx144I			0.75	1.13
iLx221I			2.23	0.32
YOR330C	MIP1		0.61	1.85
YDR409W			0.94	1.21
YBR095C			1.22	0.8
YNL021W	HDA1		0.84	1.28
iEx092I			0.66	1.08
YBL078C	AUT7		3.38	0.36
iEx158I			0.57	1.99
YDR344C				0.65
YCR052W	RSC6		0.47	1.44
iOx187I			2.27	0.32
iKx264I			4.48	0.25
iGx341I			3.2	0.3
YDR010C			0.84	1.21
iGx407I			0.5	1.38
YIL141W			0.72	1.38
YNL022C			0.64	1.79
YMR147W			0.47	1.95
iLx490I			0.44	2.05
iFx050I			0.67	1.13
YMR082C			0.48	1.76
iPx479I			1.3	0.82
iLx556I			2.13	0.42
iJx039I			0.6	2.01
iFx116I			1.22	0.89
iDx710I			1.37	0.63
YNL290W	RFC3		0.49	2
iPx145I			0.71	1.17
iLx222I			0.8	0.87
YOR331C			0.63	1.77
iEx093I			0.62	1.41
iEx159I			0.47	2.26
YDR345C	HXT3		0.65	1.29
YNL291C	MID1		0.99	1.2
YCR053W	THR4		2.2	0.35
iOx188I			1.24	0.48
iKx265I			3.11	0.32
iGx342I			0.47	1.73
YCL036W			0.78	1.18
iGx408I			1.89	0.59
YIL142W	CCT2		0.68	1.44
YML065W	ORC1		1.29	0.75
YNL023C	FAP1		0.98	0.97
YMR148W			0.43	1.73
YBR096W			0.49	1.73
YCR054C	CTR86		2.15	0.39
YBL079W	NUP170		1.52	0.5
iLx491I			0.58	1.33
iFx051I			2.22	0.51
YCL037C	SRO9		0.67	1.21
iPx080I			0.5	2.08
YML066C			0.76	0.93
YIL143C	SSL2		1.29	0.9
iLx557I			0.69	1.29
iFx117I			0.71	1.2
iDx711I			0.77	1.48
YDR011W	SNQ2		1.34	0.62
iHx300I			0.82	1.16
iPx146I			0.74	1.15
iLx223I			4.31	0.23
YNR040W			0.91	0.58
YJL100W			0.41	1.94
iEx094I			3.04	0.36
YDR346C			0.81	1.44
iOx189I			1.27	0.5
iKx266I			1.86	0.41
iGx343I			0.39	2.13
YMR083W	ADH3		0.52	2.06
iGx409I			1.8	0.58
YNR041C	COQ2		0.63	1.6
YNL024C			1.26	0.79
YJL101C	GSH1		0.92	1.1
YMR149W	SWP1		0.7	1.39
YOR332W	VMA4		0.64	1.69
iLx492I			1.65	0.47
iFx052I			2.04	0.55
YCL038C			2.05	0.43
YDR280W	RRP45		1.03	1.18
iPx081I			0.54	1.79
YML067C			0.72	1.44
iFx118I			0.94	1.2
iLx558I			0.61	1.43
iDx712I			0.55	1.4
YNL292W	PUS4		1.15	0.86
YDR012W	RPL4B		1.34	0.65
iHx301I			0.48	1.41
iPx147I			2.49	0.31
iLx224I			2.5	0.37
YOR333C				1.19
iEx095I			4.37	0.19
YDR281C			1.8	
iKx267I			3.62	0.31
iGx344I			0.58	2.1
iMx450I			1.16	0.74
iGx010I			0.43	1.89
YMR084W			0.67	1.46
YIL144W	TID3		1.09	0.89
YNL025C	SSN8		1.38	0.66
YBR098W	MMS4		1.5	0.66
iLx493I			0.6	1.93
iFx053I			1.75	0.72
iBx130I			1.59	0.55
iPx082I			0.88	0.92
YIL145C			0.35	2.28
iLx559I			0.4	2.18
iFx119I			0.92	1.34
iDx713I			0.6	1.6
YDR347W	MRP1		1.33	0.77
YNL293W	MSB3		0.52	1.62
YDR013W			1.45	0.62
iHx302I			0.51	1.31
iPx148I			0.73	1.59
iLx225I			0.97	0.91
YNR042W			0.61	1.64
YBR099C			3.43	0.29
YJL102W	MEF2		1.06	0.81
iEx096I			1.65	0.62
YDR282C			1.64	0.7
YDR348C			1.35	0.83
YNL294C				0.68
iKx268I			0.81	1.06
iGx345I			0.43	2.02
YCL039W			2.06	0.43
iMx451I			1.2	0.92
iGx011I			1.31	0.83
YMR085W			0.87	1.3
YML068W			0.86	1.32
YJL103C			0.5	1.67
YOR334W	MRS2		1.6	0.72
YCR057C	PWP2		0.62	1.53
iFx054I			1.74	0.6
iLx494I			2.08	0.54
iBx131I			2.22	0.47
YIL146C				1.08
iPx083I			0.45	2.01
iLx160I			0.48	1.87
iDx714I			1.04	0.88
YDR014W			1.92	0.47
iPx149I			0.51	1.93
iLx226I			0.72	1.07
YOR335C	ALA1		0.84	1.07
YJR120W			0.4	1.82
YNR043W	MVD1		0.63	1.74
YNL026W			2.53	0.39
YDR283C	GCN2		0.96	0.84
iGx280I			2.24	0.46
YDR349C	YPS7		0.58	1.67
iKx269I			0.77	1.21
iGx346I			0.59	1.25
YIL080W			1.57	0.85
YDR015C			5.84	0.22
iMx452I			0.76	1.35
iGx012I			0.73	0.95
YMR086W			1.21	0.83
YML069W	POB3		0.57	1.72
YPL210C	SRP72		0.59	2
YOR001W	RRP6		2.08	0.67
iLx495I				1.26
iFx055I			2.53	0.43
iBx132I			5.29	0.16
iPx084I			0.9	1.15
iLx161I			1.67	0.49
YIL147C	SLN1		1.11	0.93
iDx715I			1.95	0.54
YOR270C	VPH1		1.28	0.79
YNL295W			1.08	0.68
iLx227I			1.22	0.87
iNx410I			1.06	0.75
YNR044W	AGA1		0.83	1.33
YJR121W	ATP2		0.6	1.33
YJL104W			0.81	1.27
iEx098I			2.37	0.47
YNL027W	CRZ1		0.9	1.45
YDR284C	DPP1		0.45	2.15
iGx281I			1.48	0.79
iGx347I			0.84	1.07
YDR016C			4.39	0.22
iMx453I			0.46	1.7
iGx013I			0.53	2.14
YMR087W			2.43	0.45
YOR336W	KRE5		0.53	1.64
YOR002W	ALG6		2.02	0.72
YCR059C			0.49	1.42
iLx496I			0.5	2.1
iFx056I			2.47	0.51
iDx650I			1.79	0.59
iBx133I			1.69	0.65
YMR088C			1.67	0.49
iPx085I			2	0.44
iLx162I			0.58	1.53
iDx716I			1.6	0.87
YOR271C			0.62	1.7
YNL296W			0.55	1.6
iHx305I			0.62	0.86
iLx228I			1.01	
iNx411I			0.67	1.14
YNR045W	PET494		0.62	1.91
YJR122W	CAF17		0.72	1.59
YJL105W			0.87	1.12
iEx099I			1.96	0.58
YNL028W			0.46	1.68
iGx282I			1.39	0.78
YPL211W	NIP7		0.55	1.38
YNL297C			0.86	1.05
iGx348I			0.61	1.86
YIL082W			0.87	1.53
YDR017C	KCS1		1.82	0.47
iMx454I			0.61	1.3
iGx014I			0.48	1.88
YIL148W	RPL40A		0.89	1.1
iMx120I			0.63	1.53
YNL029C	KTR5		0.64	1.52
YPL212C				0.85
YOR337W	TEA1		0.59	1.59
YOR003W	YSP3		1.87	0.75
YIL083C			0.43	1.75
iLx497I			1.26	0.7
iFx057I			0.75	1.26
iDx651I			0.73	1.71
iBx134I			2	0.44
YDR285W	ZIP1		0.55	1.73
YMR089C				0.7
iPx086I			0.7	1.07
iLx163I			2.14	0.56
iHx240I			0.63	2.05
YIL149C			0.69	0.93
iDx717I			2.55	0.38
iLx229I			1.42	0.7
iNx412I			1.27	0.67
YNR046W			0.56	1.78
YJR123W	RPS5		1.9	0.45
YJL106W	IME2		0.76	1.21
YDR286C			0.7	1.59
iGx283I			1.87	0.53
iGx349I			0.57	1.81
YDR018C			0.76	1.03
iMx455I			0.54	1.75
iGx015I			0.65	1.58
YJR124C			3.65	0.28
iMx121I			1.24	0.72
YOR272W	YTM1		1.97	0.55
YJL107C			0.46	2.32
YOR338W			1.47	0.91
YOR004W			5.23	0.28
YIL084C	SDS3		0.52	2.04
iLx498I			0.71	1.38
iFx058I			0.92	1.02
iDx652I			0.77	0.87
iBx135I			1.02	1.01
iPx087I			1.1	0.67
iLx164I			1.06	0.96
iHx241I			1.41	0.62
iDx718I			1.55	0.72
YOR273C			1.3	0.91
YNL298W	CLA4		1.65	0.59
YJL041W	NSP1		2.74	0.39
YOR339C	UBC11		1.39	0.69
iNx413I			0.57	1.47
YNR047W			0.93	1.3
YOR005C	DNL4		4.22	0.3
iGx284I			1.26	0.52
YPL213W	LEA1		1.15	1.13
iMx390I			0.41	1.77
YDR019C	GCV1		1.07	0.66
iMx456I			0.48	2.28
iGx016I			0.64	1.48
YJR125C	ENT3		1.13	0.93
iMx122I			2.28	0.29
YJL108C			0.5	2.08
YPL214C	THI6		2.32	0.54
iBx070I			2.37	0.53
YIL085C	KTR7		0.6	1.48
iLx499I			0.78	0.95
iFx059I			0.63	1.45
iDx653I			0.74	1.55
iBx136I			0.98	1.29
YDR287W			0.61	1.85
iHx242I			1.39	0.56
iPx088I			0.93	0.91
iLx165I			0.96	0.91
iDx719I			0.54	1.93
YNL299W	TRF5		0.52	2.2
YJL042W	MHP1		0.63	1.16
iNx414I			0.68	1.17
YNR048W			4.2	0.3
YOR006C			2.31	0.6
iGx285I			1.17	
iMx391I			2.06	0.48
iMx457I			0.62	1.58
iGx017I			3.3	0.35
YNR049C	MSO1		5.21	0.21
YJR126C			0.89	1.36
iMx123I			0.64	1
iIx200I			3.84	0.24
YOR274W	MOD5		1.36	1.02
YJL109C			0.69	0.89
iBx071I			0.58	1.93
YER180C	ISC10		1.28	0.6
YIL086C			0.7	1.43
iDx654I			0.56	2.01
iBx137I			1.62	0.86
YDR288W			1.21	0.77
EMPTY	EMPTY		0.69	1.33
iPx089I			0.49	1.52
iLx166I			0.52	1.64
iHx243I			1.31	0.64
iDx320I			0.91	1.08
YOR275C			0.97	1.12
YJR060W	CBF1		0.46	1.51
YJL043W			0.6	
YKL001C	MET14		2.12	0.4
iNx415I			0.49	1.92
YOR007C	SGT2		1.62	0.83
YDR289C	RTT103		1.39	0.77
iGx286I			2	
YPL215W	CBP3		1.87	0.48
iMx392I			0.49	1.91
YJL044C	GYP6		0.71	1.38
iMx458I			0.73	1.13
iGx018I			0.64	1.54
YJR127C	ZMS1		0.62	1.55
iMx124I			2.71	0.3
iIx201I			5.74	0.18
YLR310C	CDC25		0.6	1.38
iBx072I			0.74	1.51
YER181C			1.43	0.89
YIL087C			0.72	1.39
iDx655I			0.53	1.73
iBx138I			1.92	0.71
iLx167I			0.52	1.52
iHx244I			2.58	0.44
iDx321I			0.82	1.08
iNx350I			0.46	1.67
YJR061W			1.58	0.64
iNx416I			1.5	0.96
YOR008C				1.02
YPL150W			0.71	1.36
iGx287I			2.76	0.44
YPL216W			0.72	1.33
iMx393I			0.98	1.08
iCx030I			0.75	1.2
YJR062C	NTA1		1.03	0.68
iMx459I			1.81	0.63
iGx019I			0.95	1.05
YPL151C	PRP46		0.9	1.3
iMx125I			0.57	1.48
iIx202I			0.75	1.09
YOR276W	CAF20		0.55	1.53
YLR311C			0.68	1.68
YPL217C	BMS1		1.67	0.48
YKL002W			2.41	0.43
iDx590I			1.72	0.5
iBx073I			0.93	1.25
YIL088C			1.03	1.02
iBx139I			2.09	0.6
iDx656I			0.65	1.75
iLx168I			0.67	1.57
iHx245I			3.41	0.28
iDx322I			0.48	1.88
YOR277C			0.68	1.36
iNx351I			0.6	1.62
YJL045W			1.22	1.03
YKL003C	MRP17		2.36	0.39
iNx417I			2.17	0.72
YJR128W			0.33	1.96
iGx288I			1.49	0.65
iMx394I			3.01	0.39
iCx031I			0.72	1.41
YER182W			0.85	1.1
iMx060I			0.74	1.21
YJR129C			0.56	1.78
iMx126I			0.67	1.38
iIx203I			1.03	0.75
YLR312C			0.51	2.18
YKR020W			0.63	1.67
iDx591I			2.02	0.64
iBx074I			0.59	1.61
YER183C			0.87	0.89
YOR009W			1.59	0.73
iHx180I			1.44	0.56
iDx657I			0.46	2.1
iLx169I			3.53	0.21
iHx246I			0.54	1.54
iDx323I			0.69	1.31
iNx352I			0.49	1.62
YJR063W	RPA12		0.52	1.72
YJL046W			0.55	1.77
YPL152W				0.66
iGx289I			2.04	0.4
YPL218W	SAR1		3.81	0.28
iMx395I			0.96	1.27
iCx032I			1.17	0.87
YIL089W			1.29	0.82
iMx061I			0.66	1.29
YJL047C	RTT101		0.59	1.53
YPR170C			0.99	1.48
YPL153C	RAD53		0.52	1.91
iMx127I			0.47	1.36
iIx204I			2.25	0.36
YOR278W	HEM4		1.49	0.62
YLR313C	SPH1		0.87	1.18
iOx310I			0.75	1.15
YKR021W			1.45	0.86
YKL004W	AUR1		2.47	0.48
iDx592I			1.84	0.56
iBx075I			0.97	0.86
YER184C			1.41	0.75
iHx181I			1.3	0.68
iDx658I			1.13	1.13
iHx247I			1.22	0.72
iDx324I			0.62	1.62
YOR279C			1.38	0.78
iNx353I			1.3	0.74
YJR064W	CCT5		0.84	1.07
YKR022C			2.48	0.54
YPL219W	PCL8		1.11	1.16
iMx396I			0.82	1.31
iCx033I			0.95	1.04
YJR065C	ARP3		0.99	0.95
iMx062I			0.44	1.66
YJL048C			3.75	0.34
YPL154C	PEP4		0.49	1.56
iMx128I			0.51	1.91
iIx205I			1.2	0.79
YLR314C	CDC3		0.47	1.82
iOx311I			0.78	1.08
iBx076I			0.99	0.93
iHx182I			0.57	1.58
iDx659I			0.5	1.7
iHx248I			1.37	0.93
iDx325I			0.65	1.52
iNx354I			0.58	1.17
iNx020I			0.85	0.81
YPR171W			1.96	0.52
YFL060C	SNO3		0.59	1.4
iMx397I			2.94	0.34
iCx034I			0.76	1.43
YER185W			0.69	1.27
YBR220C			0.53	2.13
iOx580I			1.2	0.77
iMx063I			0.55	1.94
iIx140I			2.25	0.44
YPL155C	KIP2		0.68	1.4
iMx129I			0.62	1.17
iIx206I			0.88	1.01
YGR100W	MDR1		0.61	1.58
iOx312I			0.61	1.49
YKR023W			1.77	0.42
YKL006W	RPL14A		2.03	0.47
iDx594I			1.03	0.91
iBx077I			0.56	1.72
YER186C			0.66	1.2
iHx183I			0.49	1.46
iDx260I			2.3	0.5
iHx249I			0.94	1.15
iDx326I			0.59	1.26
iNx355I			0.83	1.11
YJR066W	TOR1		0.85	0.85
YKR024C	DBP7		2.37	0.45
YJL049W			4.67	0.25
iNx021I			1.47	0.83
YPR172W			1.3	1.1
YLR315W			0.51	1.8
iMx398I			0.75	1.62
iCx035I			0.96	1.13
YBR221C	PDB1		0.32	1.96
YJR067C	YAE1		1.8	0.5
YPL090C	RPS6A		1.15	0.91
iMx064I			0.83	0.99
iOx581I			0.68	1.25
iIx141I			1.13	0.87
YPR173C	VPS4		1.25	0.61
YPL156C			1.98	0.53
iIx207I			2.35	0.31
YLR316C	TAD3		0.48	1.95
YGR101W			0.8	1.19
iOx313I			0.63	1.48
YKL007W	CAP1		1.41	0.78
iDx595I			0.53	1.54
iBx078I			0.67	1.53
iHx184I			0.72	1.11
iDx261I			1.41	0.62
iNx290I			1.87	0.6
iDx327I			0.65	1.02
YFL061W			0.72	1.43
iNx356I			0.97	1.06
YGR102C			0.78	1.4
iNx022I			1.69	
YKL008C	LAC1		1.15	0.87
YLR250W	SSP120		1.02	0.87
iMx399I			0.55	1.71
iCx036I			0.9	1.31
YER187W			0.83	1.19
YBR222C	FAT2		0.44	2.12
iOx582I			0.42	1.79
iMx065I			0.53	
iIx142I			0.68	1.4
YPR174C			0.68	1.57
iIx208I			1.05	0.79
iOx314I			1.71	
YKR025W	RPC37		0.82	1.49
iDx596I			0.99	0.78
iBx079I			4.55	0.24
iHx185I			0.79	1.14
iDx262I			1.2	0.63
iNx291I			1.91	0.52
iDx328I			1.51	0.61
YFL062W	COS4		1.26	1.17
YGL020C			1.61	0.74
iNx357I			2.56	0.39
YJR068W	RFC2		2.62	0.42
YPL091W	GLR1		2.64	0.44
YKR026C	GCN3		0.73	1.37
iNx023I			0.9	0.87
iJx100I			0.85	0.93
YLR251W			0.98	1.07
YPL157W			1.13	0.89
YLR317W			0.57	1.86
iCx037I				0.67
YER188W			0.99	1.13
YBR223C			0.36	1.74
YJR069C	HAM1		3.51	0.3
iMx066I			0.56	1.64
iOx583I			0.47	1.68
iIx143I			0.56	1.8
iEx220I			0.44	1.37
YPL158C			0.81	1.51
iIx209I			1.31	0.73
YGR103W			1.49	0.76
iOx315I			3.3	0.23
iDx597I			1.48	0.73
YKL009W	MRT4		1	1.01
iHx186I			1.09	0.75
iDx263I			3.2	0.28
iNx292I			1.15	0.84
iDx329I			2.11	0.5
YFL063W			2.09	1.02
iNx358I			2.04	0.39
YPL092W	SSU1		0.78	1.33
YGR104C	SRB5		2.23	0.51
iNx024I			1.04	0.86
iJx101I			0.57	1.55
YPR175W	DPB2		0.98	1.04
YLR252W			0.69	1.42
YFL064C			0.84	1.4
iCx038I			3.43	0.33
YER189W			0.79	1.75
iOx584I			1.51	0.85
iMx067I			0.39	1.89
iIx144I			0.79	1.16
iEx221I			0.71	1.12
YPR176C	BET2		1.13	1.14
iOx250I			0.74	1.33
YPL159C			2.68	0.41
YGL021W	ALK1		0.82	1.16
YLR319C	BUD6		1.08	1.08
iOx316I			3.14	
YKR027W			0.58	2.07
iDx598I			0.8	1.52
YMR210W			0.59	1.36
iHx187I			2.58	0.4
iDx264I			3.25	0.26
iNx293I			0.73	1.29
iJx370I			0.68	1.39
YBR224W			0.55	1.81
iNx359I			0.9	1.33
YPL093W	NOG1		0.61	1.52
iNx025I			0.79	1.37
iJx102I			0.61	1.68
YLR253W			1.14	1.1
YFL065C			0.71	2.03
iCx039I			1.69	0.76
YPL094C	SEC62		0.86	1.41
iOx585I			0.73	1.08
iMx068I			0.64	1.53
iIx145I			1.24	0.97
iEx222I			0.47	1.62
YPR177C			1.13	0.85
YLR254C			0.99	1.04
iOx251I			0.76	1.3
YGL022W	STT3		0.47	1.86
YGR105W	VMA21		0.86	0.88
iOx317I			0.46	2.09
YKR028W	SAP190		2.35	0.46
iDx599I			0.6	1.98
YMR211W			1.46	0.64
iHx188I			1.24	1.13
iDx265I			5.44	0.23
iNx294I			0.75	1.2
iJx371I			0.39	2.01
YBR225W			1.48	0.67
YGL023C	PIB2		0.58	1.61
YGR106C			0.79	1.26
YKR029C			3.31	0.33
iNx026I			1.27	0.8
iJx103I			0.46	1.86
YMR212C			1.08	0.96
iIx080I			0.98	0.88
YFL066C			0.85	1.95
YBR226C			3.69	0.3
YPL095C			1.42	0.97
iOx586I			0.37	1.81
iMx069I			0.65	1.39
iIx146I			3.8	0.27
iEx223I			0.37	1.78
YLR255C			0.71	1.41
YGR040W	KSS1		0.66	1.47
iOx252I			0.75	1.66
iOx318I			0.93	0.93
iHx189I			0.66	1.5
iDx266I			5	0.23
YBR160W	CDC28		0.5	1.53
iNx295I			1.08	0.9
iJx372I			0.61	1.79
YML130C	ERO1		1.08	0.98
iNx027I			0.52	1.51
iJx104I			0.47	1.7
YPR178W	PRP4		1.88	0.58
iPx210I			0.64	1.36
iIx081I			0.58	1.32
YBR227C	MCX1		2.61	0.35
iOx587I			0.57	1.62
iIx147I			0.57	1.66
iEx224I			0.45	1.84
YPR179C			1.63	0.61
YDR410C	STE14		1.26	0.63
YGR041W	BUD9		0.74	1.35
iOx253I			0.62	1.37
iKx330I			0.67	1.61
YGL024W			0.57	1.42
iOx319I			1.24	0.67
YGR107W			0.51	1.52
YMR213W	CEF1		0.59	1.73
iDx267I			0.78	1.19
YBR161W			3.16	0.47
iNx296I			0.72	1.09
iJx373I			1.88	0.52
YFL067W			0.86	1.48
YGL025C	PGD1		0.67	1.51
YLR190W			0.66	1.65
YPL096W			1.31	1
iNx028I			1.73	0.54
iJx105I			0.38	1.58
YLR256W	HAP1		2.02	0.91
iPx211I			0.69	1.24
YBR162C			1.24	0.83
iIx082I			0.51	1.71
iOx588I			0.56	1.8
iIx148I			0.52	1.52
iEx225I			0.6	1.52
YDR411C			0.73	1.24
YGR042W			0.69	1.35
iOx254I			2.32	0.41
iKx331I			2.35	0.51
YML131W			1.48	0.68
YGR108W	CLB1		1.06	
YMR214W	SCJ1		0.57	1.78
iDx268I			0.99	1.17
iNx297I			0.55	1.72
iJx374I			2.15	0.38
YGR043C			0.87	1.16
YFL068W			1.28	1.23
iPx480I			1.12	0.8
iJx040I			1.2	0.94
YGL026C	TRP5		0.7	1.62
YLR191W	PEX13		1.46	0.79
YBR228W			1.41	0.86
YPL097W	MSY1		0.7	
YGR109C	CLB6		1.75	0.54
iNx029I			0.72	1.58
iJx106I			0.41	1.54
YLR257W			0.69	1.61
iPx212I				1.29
YBL080C	PET112		0.6	1.67
iEx160I			0.79	1.5
iIx083I			0.64	1.28
YLR192C	HCR1		1.5	0.68
YBR229C	ROT2		0.88	1.05
YPL098C			0.56	1.52
iOx589I			1.02	0.92
iIx149I			2.48	0.38
iEx226I			0.71	1.13
iOx255I			0.53	1.67
iKx332I			3.08	0.29
YML132W	COS3		1.29	1.13
YMR215W			1.97	0.56
iDx269I			0.88	1.27
YBR163W	DEM1		0.96	0.82
iNx298I			0.76	1.51
iJx375I			0.81	1.35
YGR044C	RME1		0.58	1.63
iPx481I			1.34	0.58
iJx041I			0.83	1.33
YGL027C	CWH41		0.93	1.24
YMR150C	IMP1		0.77	1.04
YML133C			0.83	1.5
YDR412W			0.55	1.45
iJx107I			0.5	1.47
YLR258W	GSY2		2.47	0.55
YMR216C	SKY1		1.02	1.09
YHR001W			2.2	0.49
iPx213I			1.41	0.74
YBR164C	ARL1		1.4	0.76
iEx161I				1.34
iIx084I			0.78	1.29
YLR193C			0.59	1.42
iOx190I			1.38	0.65
YPL099C			1.07	1.29
iEx227I			0.61	1.52
YDR413C			0.7	1.41
YLR259C	HSP60		1.89	0.4
YEL076W-C			0.72	1.94
iOx256I			0.84	1.41
iKx333I			1.12	0.98
iGx410I			1.21	0.76
YML010W-A	spt5		1.73	0.56
YML010W-B			2.79	0.37
YBL081W			0.69	1.39
iNx299I			0.58	1.35
